#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2005-11-16T04:35:09
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	-ref=Vxml18178	

#RESOURCE=1239
#Name: I/239
#Title:	The Hipparcos and Tycho Catalogues (ESA 1997)
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title:	The Hipparcos Main Catalogue\vizContent{timeSerie}
#Coosys	J2000_1991.250:	eq_FK5 2000_1991.250
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	HIP	(I6)	Identifier (HIP number) (H1)        (link)	[ucd=ID_MAIN]
#Column	RAhms	(A11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=POS_EQ_RA_MAIN]
#Column	DEdms	(A11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=POS_EQ_DEC_MAIN]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=PHOT_JHN_V]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=PHOT_JHN_B-V]

recno;HIP;RAhms;DEdms;Vmag;B-V
   29273; 29294;06 10 34.69;-27 09 15.1; 5.72; 1.072
   29332; 29353;06 11 15.02;-65 35 22.9; 5.01; 1.599
   29358; 29379;06 11 32.31;+24 25 13.4; 5.83; 1.110
   29367; 29388;06 11 36.58;+48 42 40.0; 5.78; 0.100
   29396; 29417;06 11 51.82;-06 33 01.0; 5.06;-0.201
   29405; 29426;06 11 56.40;+14 12 31.7; 4.45;-0.180
   29412; 29433;06 12 01.34;+19 47 26.1; 5.76;-0.071
   29413; 29434;06 12 03.28;+16 07 49.6; 4.95;-0.149
   29430; 29451;06 12 20.13;+32 41 36.2; 5.78; 1.646
   29469; 29490;06 12 51.05;+65 43 06.6; 5.36; 1.344
   29553; 29575;06 13 54.24;-03 44 29.1; 5.83; 0.910
   29595; 29616;06 14 28.58;+17 54 23.0; 5.86; 0.253
   29608; 29629;06 14 36.71;-04 34 06.5; 5.83;-0.155
   29629; 29650;06 14 50.94;+19 09 24.8; 5.20; 0.430
   29630; 29651;06 14 51.34;-06 16 29.0; 3.99; 1.319
   29634; 29655;06 14 52.70;+22 30 24.6; 3.31; 1.600
   29657; 29679;06 15 08.40;-20 16 20.1; 5.88; 1.322
   29658; 29678;06 15 08.46;+13 51 03.9; 5.91;-0.231
   29671; 29692;06 15 17.71;-18 28 37.2; 5.99; 1.058
   29675; 29696;06 15 22.74;+29 29 55.4; 4.32; 1.021
   29683; 29704;06 15 25.13;+16 08 35.5; 5.34;-0.101
   29690; 29711;06 15 29.66;-04 54 52.7; 5.99; 0.097
   29695; 29716;06 15 34.36;-00 30 42.0; 5.62; 0.506
   29709; 29730;06 15 40.51;+59 59 56.5; 5.37; 1.339
   29714; 29735;06 15 44.88;-13 43 06.2; 5.00;-0.078
   29715; 29736;06 15 44.97;+12 33 03.9; 5.44; 0.015
   29750; 29771;06 16 07.70;-16 37 04.8; 5.97;-0.167
   29779; 29800;06 16 26.57;+12 16 18.2; 5.04; 0.431
   29786; 29807;06 16 33.14;-35 08 26.6; 4.37; 0.978
   29787; 29808;06 16 35.60;-39 15 51.7; 6.00; 0.163
   29821; 29842;06 17 01.23;-37 44 15.5; 5.54; 1.129
   29829; 29850;06 17 06.62;+09 56 33.1; 5.39; 0.106
   29831; 29852;06 17 09.57;-37 15 12.4; 5.88; 0.139
   29839; 29860;06 17 16.25;+05 05 58.9; 5.70; 0.610
   29874; 29895;06 17 41.73;-16 48 57.3; 5.15; 1.293
   29898; 29919;06 17 54.83;+61 30 55.1; 5.01; 1.843
   29920; 29941;06 18 13.73;-19 58 01.2; 5.51;-0.163
   29974; 29996;06 18 50.58;-09 23 23.9; 5.36; 1.239
   29976; 29997;06 18 50.78;+69 19 12.1; 4.76; 0.025
   29990; 30011;06 18 58.98;-20 55 32.2; 5.79;-0.155
   30039; 30060;06 19 37.39;+59 00 39.3; 4.44; 0.032
   30048; 30069;06 19 40.95;-34 23 47.7; 5.76;-0.080
   30052; 30073;06 19 42.80;-07 49 22.5; 5.27;-0.177
   30072; 30093;06 19 59.60;-02 56 40.2; 4.91; 1.613
   30078; 30099;06 20 04.23;+14 39 04.2; 5.67; 1.578
   30101; 30122;06 20 18.79;-30 03 48.2; 3.02;-0.160
   30122; 30143;06 20 36.24;-34 08 39.1; 5.55;-0.182
   30193; 30214;06 21 24.72;-11 46 23.7; 5.48; 0.002
   30226; 30247;06 21 46.11;+53 27 08.6; 5.34; 0.448
   30256; 30277;06 22 06.85;-33 26 10.6; 3.85; 0.858
   30297; 30318;06 22 36.42;+12 34 13.1; 6.00; 0.319
   30300; 30321;06 22 38.23;-69 59 02.9; 5.56; 1.510
   30303; 30324;06 22 41.99;-17 57 21.3; 1.98;-0.240
   30321; 30342;06 22 55.87;-56 22 11.7; 5.60; 0.242
   30322; 30343;06 22 57.59;+22 30 49.9; 2.87; 1.621
   30398; 30419;06 23 46.10;+04 35 34.2; 4.39; 0.215
   30415; 30436;06 23 55.91;-25 34 39.1; 5.61; 1.561
   30417; 30438;06 23 57.09;-52 41 44.6;-0.62; 0.164
   30423; 30444;06 24 01.02;-36 42 28.4; 5.62; 1.027
   30436; 30457;06 24 10.35;-11 31 48.0; 5.21; 1.230
   30442; 30463;06 24 13.88;-60 16 53.0; 5.78;-0.001
   30499; 30520;06 24 53.90;+49 17 16.4; 4.92; 1.905
   30524; 30545;06 25 16.41;-00 56 43.3; 5.88; 0.564
   30544; 30565;06 25 28.65;-69 41 26.8; 5.37; 0.971
   30570; 30591;06 25 43.66;-48 10 36.7; 5.76;-0.061
   30630; 30651;06 26 25.86;+56 17 06.2; 5.53; 0.238
   30645; 30666;06 26 39.59;-01 30 26.2; 5.87; 0.070
   30658; 30679;06 26 48.88;+58 25 02.7; 5.21; 1.538
   30682; 30703;06 27 04.14;-58 00 07.6; 5.82; 1.279
   30696; 30717;06 27 13.76;+00 17 57.4; 5.19; 1.186
   30699; 30720;06 27 15.59;-00 16 33.6; 5.55; 1.376
   30707; 30728;06 27 20.48;+02 54 29.7; 5.55; 1.035
   30751; 30772;06 27 57.57;-04 45 43.7; 5.06;-0.175
   30767; 30788;06 28 10.22;-32 34 48.5; 4.47;-0.169
   30806; 30827;06 28 34.09;+30 29 35.1; 5.75; 0.779
   30815; 30836;06 28 37.41;-17 27 57.7; 5.76; 1.118
   30819; 30840;06 28 39.24;-32 22 16.7; 5.74;-0.160
   30846; 30867;06 28 49.07;-07 01 59.0; 3.76;-0.113
   30862; 30883;06 28 57.79;+20 12 43.8; 4.13;-0.115
   30911; 30932;06 29 28.54;-56 51 10.2; 5.20; 1.087
   30932; 30953;06 29 49.13;-50 14 20.3; 5.28; 0.371
   30951; 30972;06 30 02.98;+46 41 07.9; 5.88; 1.448
   30965; 30986;06 30 11.28;-10 04 53.4; 5.92; 1.373
   31016; 31037;06 30 46.29;-27 46 10.5; 5.92;-0.156
   31018; 31039;06 30 47.14;+58 09 48.4; 5.86; 0.934
   31052; 31072;06 31 13.10;-35 15 31.9; 5.82; 0.813
   31058; 31079;06 31 18.22;-51 49 34.3; 5.58; 0.534
   31063; 31084;06 31 23.02;-12 23 30.9; 5.16; 1.262
   31098; 31119;06 31 48.29;+11 32 39.6; 5.22; 0.185
   31101; 31121;06 31 50.07;-08 09 29.5; 5.43; 1.373
   31105; 31125;06 31 51.37;-23 25 06.4; 4.34;-0.245
   31116; 31137;06 31 58.31;-58 45 13.8; 5.69;-0.057
   31138; 31159;06 32 19.23;+04 51 21.6; 5.88; 0.997
   31144; 31165;06 32 21.33;-37 41 47.4; 5.25; 0.982
   31146; 31167;06 32 23.13;-05 52 07.4; 5.60; 0.256
   31152; 31173;06 32 27.20;+32 27 17.8; 5.82; 0.188
   31169; 31190;06 32 38.98;-32 01 49.6; 5.73;-0.180
   31195; 31216;06 32 54.23;+07 19 58.7; 4.47; 0.023
   31256; 31277;06 33 36.17;+14 09 19.3; 5.57; 1.105
   31257; 31278;06 33 37.92;-01 13 12.4; 5.09;-0.132
   31278; 31299;06 33 49.49;-36 13 56.2; 5.42; 1.419
   31341; 31362;06 34 35.33;-32 42 58.5; 5.62;-0.085
   31386; 31407;06 34 58.59;-52 58 32.3; 4.35;-0.021
   31395; 31416;06 35 03.38;-22 57 53.4; 4.54;-0.035
   31413; 31434;06 35 12.06;+28 01 20.4; 5.26;-0.008
   31424; 31446;06 35 15.83;+00 53 24.8; 5.78; 0.004
   31426; 31448;06 35 17.60;+09 59 18.1; 5.93; 1.508
   31435; 31457;06 35 24.22;-36 46 47.7; 5.59;-0.130
   31542; 31564;06 36 22.86;-18 39 35.8; 5.71; 0.848
   31557; 31579;06 36 32.84;+38 26 44.0; 5.40; 2.773
   31561; 31583;06 36 35.33;-05 12 40.0; 5.52;-0.082
   31570; 31592;06 36 41.00;-19 15 20.6; 3.95; 1.037
   31576; 31599;06 36 46.60;-13 19 15.5; 5.95; 1.562
   31615; 31637;06 37 13.84;-36 59 26.5; 5.72;-0.112
   31643; 31665;06 37 38.40;+56 51 27.0; 5.87; 0.006
   31654; 31676;06 37 41.64;+61 28 54.8; 5.94; 0.899
   31659; 31681;06 37 42.70;+16 23 57.9; 1.93; 0.001
   31663; 31685;06 37 45.67;-43 11 45.3; 3.17;-0.103
   31666; 31688;06 37 47.54;-32 20 23.6; 5.25; 1.177
   31678; 31700;06 37 53.43;-18 14 14.8; 4.42; 1.137
   31715; 31737;06 38 23.02;+28 59 03.8; 5.76;-0.001
   31743; 31765;06 38 37.63;-48 13 12.8; 5.05; 0.997
   31749; 31771;06 38 39.55;+39 23 28.0; 5.70; 1.367
   31767; 31789;06 38 49.19;+39 54 09.3; 5.34;-0.075
   31805; 31827;06 39 16.72;-14 08 44.7; 4.82; 1.459
   31810; 31832;06 39 19.83;+42 29 20.4; 4.80; 1.236
   31846; 31870;06 39 42.67;-30 28 12.1; 5.70; 1.134
   31852; 31876;06 39 47.73;+12 58 58.1; 5.99; 0.063
   31873; 31897;06 40 02.91;-80 48 49.4; 5.61; 0.214
   31916; 31940;06 40 28.84;+77 59 44.9; 5.75; 1.488
   31922; 31946;06 40 32.24;+71 44 55.5; 5.88; 1.223
   31954; 31978;06 40 58.66;+09 53 44.7; 4.66;-0.233
   31968; 31992;06 41 05.45;+00 29 43.2; 5.79;-0.094
   32040; 32064;06 41 56.37;-09 10 02.7; 5.21; 1.525
   32080; 32104;06 42 24.32;+17 38 43.9; 5.20; 0.063
   32149; 32173;06 43 05.01;+44 31 28.3; 5.04; 1.479
   32202; 32226;06 43 38.65;+03 55 57.1; 5.88;-0.046
   32222; 32246;06 43 55.93;+25 07 52.2; 3.06; 1.377
   32225; 32249;06 43 59.29;+13 13 41.3; 4.49; 1.167
   32268; 32292;06 44 28.47;-31 04 13.9; 5.23;-0.127
   32287; 32311;06 44 45.46;+28 58 15.6; 5.42; 1.445
   32325; 32349;06 45 09.25;-16 42 47.3;-1.44; 0.009
   32338; 32362;06 45 17.43;+12 53 45.8; 3.35; 0.443
   32342; 32366;06 45 23.08;-31 47 34.5; 5.92; 0.491
   32361; 32385;06 45 31.19;-30 56 56.4; 5.62;-0.138
   32378; 32402;06 45 53.72;-52 24 35.0; 5.81; 1.551
   32387; 32411;06 45 59.40;-14 47 45.9; 5.30; 0.075
   32414; 32438;06 46 14.15;+59 26 30.1; 4.86; 0.084
   32415; 32439;06 46 14.47;+79 33 58.6; 5.44; 0.525
   32439; 32463;06 46 32.42;+08 35 13.8; 5.92;-0.173
   32450; 32474;06 46 39.02;-10 06 26.5; 5.66;-0.048
   32456; 32480;06 46 44.34;+43 34 37.3; 5.24; 0.575
   32465; 32489;06 46 49.49;+57 10 09.4; 5.34; 0.964
   32468; 32492;06 46 51.09;-14 25 33.6; 5.28;-0.024
   32470; 32494;06 46 52.69;-51 15 55.6; 5.39; 1.330
   32507; 32531;06 47 18.71;-55 32 24.2; 5.60; 1.549
   32509; 32533;06 47 19.84;+08 02 14.2; 4.77; 1.396
   32513; 32537;06 47 21.41;-37 55 46.8; 5.27;-0.078
   32534; 32558;06 47 37.22;-08 59 54.6; 5.08; 1.795
   32538; 32562;06 47 39.58;+48 47 22.1; 5.22; 1.131
   32554; 32578;06 47 51.66;+02 24 43.9; 4.48; 1.099
   32583; 32607;06 48 11.54;-61 56 31.1; 3.24; 0.225
   32585; 32609;06 48 12.23;+55 42 16.0; 5.54;
   32593; 32617;06 48 19.09;-01 19 07.8; 5.75; 0.292
   32653; 32677;06 48 57.74;-15 08 41.0; 5.39;-0.096
   32674; 32698;06 49 16.41;-02 16 19.3; 5.75;-0.098
   32715; 32740;06 49 41.34;+32 36 24.8; 5.72; 1.298
   32729; 32753;06 49 49.85;+16 12 10.5; 5.87;-0.136
   32734; 32759;06 49 50.47;-32 30 30.6; 3.50;-0.116
   32737; 32761;06 49 51.32;-53 37 21.0; 4.41; 0.899
   32741; 32765;06 49 54.62;-46 36 55.7; 5.14; 0.460
   32744; 32768;06 49 56.14;-50 36 51.8; 2.94; 1.207
   32785; 32809;06 50 21.77;-17 05 04.4; 5.77; 1.435
   32786; 32810;06 50 23.35;-31 42 21.9; 5.74; 0.094
   32790; 32814;06 50 25.50;+13 24 47.5; 5.68; 1.329
   32820; 32844;06 50 45.96;+41 46 53.6; 4.99; 1.256
   32827; 32851;06 50 49.82;-00 32 25.5; 5.78; 0.396
   32831; 32855;06 50 52.35;-34 22 02.4; 4.99; 1.379
   32840; 32864;06 50 57.09;+67 34 18.9; 5.14;-0.152
   32888; 32912;06 51 26.98;-70 57 48.5; 5.41;-0.110
   32897; 32921;06 51 33.05;+21 45 40.4; 5.28;-0.020
   32914; 32938;06 51 42.45;-36 13 48.5; 5.94; 0.183
   32944; 32968;06 52 00.01;+23 36 06.3; 5.68; 1.467
   32995; 33018;06 52 47.34;+33 57 40.9; 3.60; 0.102
   33000; 33024;06 52 49.49;+08 22 49.6; 5.75; 0.270
   33024; 33048;06 53 05.06;+59 26 55.2; 5.34; 0.675
   33053; 33077;06 53 18.84;-19 01 58.0; 5.65; 0.279
   33068; 33092;06 53 32.91;-20 13 27.3; 4.82;-0.212
   33080; 33104;06 53 42.24;+68 53 17.9; 5.11;-0.114
   33128; 33152;06 54 07.95;-24 11 03.2; 3.89; 1.740
   33136; 33160;06 54 11.48;-12 02 18.9; 4.08; 1.418
   33160; 33184;06 54 24.66;-01 07 37.1; 5.44; 0.167
   33178; 33202;06 54 38.59;+13 10 40.9; 4.73; 0.321
   33224; 33248;06 55 02.74;-20 24 17.5; 5.80; 0.048
   33253; 33277;06 55 18.69;+25 22 32.3; 5.74; 0.573
   33278; 33302;06 55 37.40;-20 08 11.7; 4.66; 0.374
   33292; 33316;06 55 46.93;-22 56 29.2; 5.29;-0.163
   33321; 33345;06 56 06.65;-14 02 36.4; 5.00; 1.182
   33323; 33347;06 56 08.23;-17 03 15.3; 4.36;-0.063
   33333; 33357;06 56 15.99;-48 43 16.2; 4.94; 1.668
   33348; 33372;06 56 25.84;+09 57 23.8; 5.90;-0.085
   33353; 33377;06 56 32.06;+46 16 26.4; 5.85;-0.079
   33360; 33384;06 56 34.48;-79 25 12.7; 5.45; 0.041
   33391; 33415;06 56 56.13;+46 42 19.9; 5.88; 1.093
   33397; 33421;06 57 00.54;+33 40 51.7; 5.91; 0.878
   33425; 33449;06 57 16.60;+58 25 23.0; 4.35; 0.850
   33454; 33478;06 57 33.97;-24 37 51.8; 5.45; 0.390
   33461; 33485;06 57 37.12;+45 05 38.8; 4.90; 0.027
   33534; 33558;06 58 25.11;-34 06 42.2; 5.07;-0.154
   33551; 33575;06 58 35.90;-25 24 51.0; 5.59;-0.162
   33555; 33579;06 58 37.55;-28 58 19.5; 1.50;-0.211
   33579; 33603;06 58 57.03;+03 36 08.5; 5.96; 1.056
   33658; 33682;06 59 50.58;-67 55 01.2; 5.18; 1.396
   33670; 33694;07 00 03.85;+76 58 38.8; 4.55; 1.365
   33691; 33715;07 00 15.82;+16 04 44.4; 5.73; 1.641
   33705; 33729;07 00 23.76;-08 24 24.6; 5.95;-0.075
   33755; 33779;07 00 51.51;-51 24 09.5; 5.14; 1.652
   33780; 33804;07 01 05.95;-25 12 56.3; 5.64;-0.165
   33803; 33827;07 01 21.40;+70 48 30.0; 5.69; 1.337
   33832; 33856;07 01 43.15;-27 56 05.4; 3.49; 1.729
   33853; 33878;07 01 56.39;-05 43 19.5; 5.22; 1.687
   33889; 33914;07 02 17.49;+15 20 09.8; 5.78; 1.140
   33902; 33927;07 02 24.78;+24 12 55.6; 5.20; 0.953
   33904; 33929;07 02 25.52;+17 45 19.6; 5.96; 1.518
   33912; 33937;07 02 33.29;+16 40 28.1; 5.86; 1.659
   33945; 33971;07 02 54.78;-04 14 21.3; 4.99;-0.195
   33951; 33977;07 03 01.47;-23 49 59.9; 3.02;-0.077
   33973; 34000;07 03 15.11;-59 10 41.3; 5.50;-0.125
   33976; 34002;07 03 17.93;+09 08 18.1; 5.96; 0.126
   33991; 34017;07 03 30.35;+29 20 20.7; 5.93; 0.595
   34007; 34033;07 03 38.07;+10 57 06.6; 5.14; 1.391
   34019; 34045;07 03 45.49;-15 37 59.7; 4.11;-0.112
   34034; 34059;07 03 53.66;-49 35 03.3; 4.92; 0.140
   34040; 34065;07 03 57.40;-43 36 32.3; 5.56; 0.624
   34056; 34081;07 04 02.81;-42 20 14.8; 5.20; 0.198
   34061; 34086;07 04 05.25;-05 19 26.3; 5.63; 1.290
   34063; 34088;07 04 06.54;+20 34 13.1; 4.01; 0.899
   34080; 34105;07 04 18.32;-56 44 59.0; 5.14;-0.032
   34157; 34182;07 05 18.37;+22 38 14.9; 6.00;-0.027
   34190; 34215;07 05 39.00;+09 11 09.0; 5.78; 1.513
   34241; 34267;07 06 11.63;+34 28 26.7; 5.55; 0.909
   34275; 34301;07 06 40.77;-11 17 38.5; 5.41; 0.033
   34313; 34339;07 07 07.09;-40 53 35.9; 5.80;-0.158
   34323; 34349;07 07 13.30;-51 58 06.2; 5.96; 0.996
   34332; 34358;07 07 22.41;+34 00 33.7; 5.94; 1.507
   34333; 34360;07 07 22.59;-23 50 26.6; 5.75;-0.117
   34361; 34387;07 07 49.48;+07 28 16.7; 5.74; 1.176
   34414; 34440;07 08 22.04;+15 55 51.3; 5.47; 1.020
   34418; 34444;07 08 23.49;-26 23 35.5; 1.83; 0.671
   34447; 34473;07 08 42.34;-70 29 50.4; 5.68; 0.436
   34454; 34481;07 08 44.82;-70 29 57.1; 3.78; 1.006
   34469; 34495;07 08 51.08;-39 39 20.4; 4.83;-0.179
   34536; 34561;07 09 33.37;-16 14 04.2; 6.00; 0.040
   34553; 34579;07 09 43.03;-25 13 51.8; 5.69;-0.158
   34595; 34622;07 10 13.68;-04 14 15.5; 4.91; 1.020
   34597; 34624;07 10 19.33;-27 29 29.5; 5.46; 0.998
   34643; 34670;07 10 47.50;-48 55 57.3; 5.12; 1.251
   34666; 34693;07 11 08.39;+30 14 43.0; 4.41; 1.261
   34695; 34722;07 11 23.08;+26 51 24.0; 5.75; 0.130
   34697; 34724;07 11 23.63;-00 18 06.9; 5.44; 0.310
   34726; 34752;07 11 39.29;+39 19 14.0; 4.91; 1.451
   34731; 34758;07 11 41.61;-20 52 59.2; 5.84;-0.038
   34743; 34769;07 11 51.86;-00 29 34.0; 4.15;-0.005
   34771; 34798;07 12 12.22;-25 56 33.4; 5.91;-0.170
   34775; 34802;07 12 15.82;-40 29 55.6; 5.30; 0.072
   34790; 34817;07 12 25.83;-36 32 39.8; 5.94;-0.145
   34792; 34819;07 12 26.39;+24 07 43.3; 5.85; 0.397
   34807; 34834;07 12 33.74;-46 45 34.4; 4.49; 0.324
   34861; 34888;07 13 07.20;-11 15 04.9; 5.77; 1.508
   34872; 34899;07 13 13.37;-45 10 57.1; 4.87;-0.003
   34882; 34909;07 13 22.27;+16 09 32.6; 5.07; 1.653
   34885; 34912;07 13 23.39;+51 25 43.4; 5.46; 1.640
   34887; 34914;07 13 24.01;-22 40 26.9; 5.99; 1.481
   34895; 34922;07 13 32.23;-44 38 25.9; 4.42; 1.331
   34948; 34975;07 14 10.87;-03 54 06.3; 5.80; 1.585
   34954; 34981;07 14 15.22;-26 21 09.1; 4.42;-0.170
   34955; 34982;07 14 15.52;-09 56 51.1; 5.90; 1.528
   34960; 34987;07 14 20.07;+03 06 41.1; 5.36; 1.193
   34978; 35005;07 14 32.65;+12 06 57.1; 5.71; 1.007
   34993; 35020;07 14 38.14;-48 16 18.9; 4.75;-0.091
   34998; 35025;07 14 41.94;+24 53 06.7; 5.84; 1.554
   35002; 35029;07 14 46.03;-46 50 58.8; 5.72;-0.109
   35010; 35037;07 14 48.66;-26 46 21.7; 4.01;-0.150
   35017; 35044;07 14 51.19;-27 02 16.5; 5.58; 1.220
   35027; 35054;07 14 57.15;-41 25 35.1; 5.95;-0.146
   35057; 35083;07 15 21.08;-30 41 11.3; 5.36;-0.155
   35058; 35084;07 15 21.27;-52 29 58.3; 5.96; 1.099
   35094; 35120;07 15 39.42;+07 58 39.9; 5.78; 1.537
   35101; 35127;07 15 43.22;-10 35 01.0; 5.95; 1.173
   35110; 35136;07 15 50.11;+47 14 25.5; 5.54; 0.576
   35120; 35146;07 15 55.02;+59 38 17.1; 5.20; 1.081
   35127; 35152;07 15 57.18;+27 53 50.7; 5.75; 1.605
   35153; 35180;07 16 14.58;-15 35 08.4; 5.46; 0.079
   35154; 35181;07 16 15.47;-46 46 28.6; 5.64; 1.441
   35175; 35202;07 16 31.86;-38 19 08.2; 5.81;-0.133
   35178; 35205;07 16 35.00;-27 52 52.6; 4.66; 1.589
   35183; 35210;07 16 36.84;-23 18 56.2; 4.83; 1.601
   35199; 35226;07 16 49.42;-36 35 33.5; 5.03;-0.161
   35200; 35228;07 16 49.83;-67 57 25.8; 3.97; 0.760
   35237; 35264;07 17 08.56;-37 05 51.0; 2.71; 1.616
   35276; 35304;07 17 33.72;+52 07 52.0; 5.93; 1.259
   35313; 35341;07 18 02.22;+40 53 00.1; 5.87; 0.181
   35319; 35347;07 18 04.26;-43 59 12.4; 5.86;-0.117
   35322; 35350;07 18 05.61;+16 32 25.7; 3.58; 0.106
   35335; 35363;07 18 18.40;-36 44 02.3; 4.65;-0.099
   35356; 35384;07 18 31.98;+49 27 53.1; 5.00; 0.087
   35364; 35393;07 18 33.52;-39 12 37.1; 5.24; 0.026
   35378; 35406;07 18 38.19;-36 44 33.9; 5.11;-0.170
   35384; 35412;07 18 40.38;-24 33 31.3; 4.88;-0.160
   35386; 35415;07 18 42.49;-24 57 15.8; 4.37;-0.132
   35399; 35427;07 18 51.28;-26 35 09.1; 5.29; 0.956
   35448; 35476;07 19 22.37;+02 44 26.6; 5.90; 1.069
   35459; 35487;07 19 28.08;-16 23 41.7; 5.70; 0.346
   35481; 35509;07 19 47.61;+07 08 35.1; 5.91; 0.537
   35522; 35550;07 20 07.39;+21 58 56.4; 3.50; 0.374
   35536; 35564;07 20 21.46;-52 18 42.8; 5.50; 0.483
   35560; 35589;07 20 38.81;-52 05 09.3; 5.38;-0.069
   35583; 35611;07 20 54.92;-26 57 49.9; 6.00;-0.172
   35587; 35615;07 20 58.29;-14 21 37.8; 5.59; 0.971
   35598; 35626;07 21 04.34;-25 53 30.0; 5.87; 1.604
   35615; 35643;07 21 17.54;+45 13 41.4; 5.74; 0.342
   35671; 35699;07 21 56.90;+20 26 37.4; 5.09; 1.528
   35681; 35710;07 22 02.69;+36 45 38.3; 5.12; 1.082
   35684; 35712;07 22 03.48;+00 10 37.7; 5.99;-0.069
   35698; 35727;07 22 13.53;-19 00 59.7; 4.94;-0.039
   35721; 35749;07 22 25.40;-05 58 58.1; 5.83; 0.352
   35756; 35785;07 22 52.06;+55 16 53.3; 5.80;-0.078
   35767; 35795;07 23 00.70;-31 55 25.6; 5.40;-0.161
   35819; 35846;07 23 28.55;+25 03 02.2; 5.04; 0.902
   35820; 35848;07 23 28.97;-27 50 03.4; 5.37; 1.539
   35827; 35855;07 23 31.90;-32 12 07.5; 5.41;-0.169
   35876; 35904;07 24 05.71;-29 18 11.2; 2.45;-0.083
   35879; 35907;07 24 08.47;+40 40 20.8; 5.23; 1.249
   35913; 35941;07 24 33.44;+27 38 16.1; 5.77; 0.368
   35923; 35951;07 24 40.19;-16 12 05.1; 5.18;-0.035
   35929; 35957;07 24 43.87;-31 48 32.1; 5.35; 1.071
   35955; 35984;07 24 57.08;+51 53 14.4; 5.80; 1.610
   35959; 35987;07 24 58.19;+11 40 10.4; 5.37; 0.105
   35970; 35998;07 25 08.44;-13 45 07.1; 5.79; 0.432
   35996; 36024;07 25 25.27;-25 13 04.0; 5.79;-0.103
   36011; 36039;07 25 38.19;-79 05 39.1; 5.54; 1.281
   36013; 36041;07 25 38.90;+09 16 34.0; 4.99; 0.991
   36018; 36046;07 25 43.68;+27 47 53.8; 3.78; 1.024
   36027; 36055;07 25 51.20;-05 46 29.8; 5.98; 0.901
   36086; 36114;07 26 21.86;-51 01 06.6; 5.09; 1.038
   36115; 36143;07 26 42.47;-34 08 26.5; 5.90;-0.153
   36117; 36145;07 26 42.86;+49 12 41.9; 4.61;-0.001
   36128; 36156;07 26 56.33;+20 15 27.3; 5.94; 0.336
   36140; 36168;07 26 59.49;-23 05 09.7; 5.65;-0.134
   36158; 36186;07 27 07.99;-17 51 53.5; 5.60; 0.314
   36160; 36188;07 27 09.07;+08 17 21.9; 2.89;-0.097
   36207; 36236;07 27 42.94;-22 51 33.1; 5.98;-0.088
   36209; 36238;07 27 44.39;+21 26 44.0; 5.20; 0.455
   36222; 36251;07 27 51.66;-11 33 24.7; 5.79; 0.583
   36229; 36258;07 27 59.17;-29 09 21.2; 5.55;-0.048
   36236; 36265;07 28 02.08;+06 56 31.5; 5.22; 0.221
   36255; 36284;07 28 09.83;+08 55 31.8; 4.33; 1.425
   36316; 36345;07 28 51.16;-31 50 54.3; 5.95;-0.156
   36320; 36348;07 28 51.49;+48 11 02.5; 5.70;-0.092
   36332; 36362;07 29 04.92;-31 27 22.4; 5.78;-0.185
   36333; 36363;07 29 05.71;-38 48 43.6; 5.41;-0.148
   36336; 36366;07 29 06.61;+31 47 02.7; 4.16; 0.320
   36347; 36377;07 29 13.88;-43 18 06.8; 3.25; 1.509
   36358; 36388;07 29 18.68;-01 54 19.1; 5.60; 1.493
   36363; 36393;07 29 20.46;+28 07 06.3; 5.07; 0.120
   36366; 36396;07 29 22.11;-10 19 36.0; 5.75; 1.616
   36369; 36399;07 29 25.61;-07 33 05.3; 5.86; 0.487
   36395; 36425;07 29 47.78;+12 00 23.8; 4.55; 1.276
   36399; 36429;07 29 48.78;+27 54 58.3; 5.01; 1.117
   36401; 36431;07 29 51.41;-23 01 27.5; 4.85; 0.243
   36409; 36439;07 29 55.86;+49 40 21.6; 5.35; 0.470
   36414; 36444;07 29 59.74;-52 39 04.6; 5.87; 1.010
   36466; 36496;07 30 30.91;-54 23 58.0; 5.95; 1.585
   36485; 36514;07 30 42.61;-30 57 44.2; 4.65; 0.904
   36498; 36528;07 30 52.70;+68 27 56.6; 5.63; 1.100
   36517; 36547;07 31 04.48;+82 24 41.6; 4.92; 1.633
   36586; 36616;07 31 48.37;+17 05 10.4; 5.45; 1.126
   36610; 36640;07 32 05.82;-08 52 51.3; 5.90; 0.540
   36611; 36641;07 32 05.95;+01 54 52.1; 5.24; 0.230
   36691; 36721;07 33 09.78;-24 42 38.8; 5.84; 0.156
   36693; 36723;07 33 11.68;+03 17 25.0; 5.59; 0.321
   36702; 36732;07 33 19.55;-19 24 44.5; 5.64; 1.121
